actor,cast,Popul,score
Lee Bom So Ri,1,378.0,8.2
Lee Bong Ryun,1,69.0,8.8
Lee Bum Kyu,1,1411.0,7.3
Lee Bum Soo,8,2293.125,7.45
Lee Byung Hoon,1,99999.0,7.6
Lee Byung Hun,7,30599.85714285714,7.828571428571428
Lee Byung Jin,2,11174.5,6.9
Lee Byung Joon,2,2362.0,7.0
Lee Byung Wook,2,10865.5,7.5
Lee Chae Mi,2,50213.0,7.65
Lee Chae Young,6,5429.666666666667,7.483333333333334
Lee Chan,1,13605.818181818182,7.581818181818182
Lee Chan Yoo,1,1919.0,8.6
Lee Chang Hoon,5,22824.6,7.7
Lee Chang Wook,4,6343.5,7.4
Lee Cho Hee,2,1227.0,7.35
Lee Chul Min,1,514.0,7.8
Lee Chul Woo,1,2306.0,7.0
Lee Chun Hee,6,4270.166666666667,7.5
Lee Chung Ah,8,25984.75,7.6000000000000005
Lee Da Hae,7,2966.1428571428573,7.328571428571429
Lee Da Hee,11,3073.5454545454545,7.7666666666666675
Lee Da In,3,815.3333333333334,7.900000000000001
Lee Da Ni,1,7014.0,7.5
Lee Dae Keun,1,99999.0,4.0
Lee Dae Ro,1,99999.0,7.6
Lee Dae Yeon,5,3969.4,7.8
Lee Deok Hee,2,7441.5,7.45
Lee Deok Hwa,9,35063.666666666664,7.6625000000000005
Lee Do Hyun,4,291.25,8.5
Lee Do Yeon,1,571.0,7.9
Lee Dong Gun,12,2659.0,7.666666666666667
Lee Dong Ha,2,1919.3333333333333,7.5
Lee Dong Hae,1,559.0,7.2
Lee Dong Hoon,1,99999.0,6.9
Lee Dong Hwi,7,2172.5714285714284,8.16
Lee Dong Shin,1,2264.0,6.9
Lee Dong Wook,13,8257.615384615385,7.892307692307693
Lee Doo Il,2,8469.5,7.5
Lee El,7,1752.2142857142858,8.064285714285715
Lee Elijah,7,2876.0,7.771428571428572
Lee Eui Jung,4,53027.75,7.5
Lee Eun Hyung,2,5127.0,7.3
Lee Eun Joo,1,5742.0,7.3
Lee Eun Saem,2,4513.0,
Lee Eung Kyung,3,70977.66666666667,7.5
Lee Ga Ryeong,1,1676.0,6.9
Lee Ga Young,1,99999.0,6.5
Lee Gi Kwang,4,931.5,7.75
Lee Gi Young,2,51727.5,7.050000000000001
Lee Ha Nee,6,757.0,8.15
Lee Ha Rin,1,2366.0,8.2
Lee Ha Yul,1,10247.0,7.5
Lee Hae In,5,1563.2,7.659999999999999
Lee Hae Woo,3,37490.333333333336,7.466666666666666
Lee Hae Young,2,1738.0,7.85
Lee Hak Joo,4,1905.5,7.675
Lee Hang Na,1,598.0,8.4
Lee Hee Jin,1,299.0,8.1
Lee Hee Joon,6,1731.6666666666667,8.083333333333334
Lee Hee Won,2,302.5,7.75
Lee Ho Jae,3,68994.33333333333,8.933333333333332
Lee Hong Ki,5,20246.8,7.980000000000001
Lee Hong Nae,1,88.0,8.8
Lee Hoon,3,4619.666666666667,7.3
Lee Hwa Kyum,1,1394.0,7.9
Lee Hwa Ryong,1,98.0,8.0
Lee Hwi Hyang,9,6645.777777777777,7.166666666666667
Lee Hye Ran,1,1767.0,6.8
Lee Hye Ri,10,1964.3,7.93
Lee Hye Sook,2,51400.5,7.199999999999999
Lee Hye Young,3,3353.6666666666665,7.7
Lee Hye Young ,3,5105.666666666667,7.466666666666666
Lee Hyun Jae,1,171.0,8.1
Lee Hyun Jin,3,4126.0,7.533333333333334
Lee Hyun Kyung,4,30928.5,7.3
Lee Hyun Woo,6,1849.2,7.74
Lee Hyun Wook,4,781.75,8.174999999999999
Lee Hyung Chul,2,99999.0,7.4
Lee Il Hwa,7,4470.857142857143,7.214285714285714
Lee Il Min,2,99999.0,7.5
Lee In,2,11591.333333333334,7.333333333333333
Lee In Hye,1,10328.0,7.8
Lee Jae Eung,1,41.0,7.4
Lee Jae Hwang,6,24410.666666666668,7.366666666666667
Lee Jae In,1,1761.0,7.9
Lee Jae Jin,2,1880.0,7.5
Lee Jae Kyoon,2,862.0,7.85
Lee Jae Ryong,7,32841.857142857145,7.657142857142857
Lee Jae Won,4,1063.25,7.8999999999999995
Lee Jae Woo,2,1788.875,8.025
Lee Jae Wook,6,200.66666666666666,8.466666666666667
Lee Jae Yong,5,3901.2,7.6
Lee Jae Yoon,8,1821.875,7.8375
Lee Jang Woo,9,2595.6666666666665,7.355555555555556
Lee Je Hoon,7,634.8571428571429,8.057142857142857
Lee Jenny,2,56464.5,7.15
Lee Ji Ah,5,1534.4,7.94
Lee Ji Hoon,11,10729.272727272728,7.672727272727272
Lee Ji Hyun,1,663.0,8.1
Lee Ji Soo,1,4990.0,7.1
Lee Jin,3,3649.684210526316,7.494736842105263
Lee Jin Hyuk,2,451.0,8.149999999999999
Lee Jin Woo,1,3804.8571428571427,7.471428571428572
Lee Jin Wook,13,3173.6923076923076,7.5
Lee Jong Hyuk,10,11988.7,7.619999999999999
Lee Jong Park,1,662.0,7.3
Lee Jong Soo,2,56022.5,6.95
Lee Jong Suk,9,309.0,8.31111111111111
Lee Jong Won,10,13670.8,7.555555555555555
Lee Joo Bin,4,1800.0,8.166666666666666
Lee Joo Hyun,2,3098.25,7.375
Lee Joo Hyung,2,675.5,7.55
Lee Joo Seung,1,785.0,7.7
Lee Joo Woo,3,2582.0,7.900000000000001
Lee Joo Young,6,948.0,7.9333333333333345
Lee Joon,9,1961.8372093023256,7.948837209302325
Lee Joon Gi,11,1137.090909090909,7.990909090909091
Lee Joon Hyuk,18,2050.777777777778,8.027777777777779
Lee Joong Moon,3,8060.333333333333,7.133333333333333
Lee Joong Ok,2,354.0,8.45
Lee Jun Ho,6,610.6666666666666,8.45
Lee Jun Young,7,984.7142857142857,8.057142857142857
Lee Jung,1,13026.179487179486,7.802777777777779
Lee Jung Eun,7,428.7142857142857,8.528571428571428
Lee Jung Gil,10,34126.5,7.82
Lee Jung Ha,1,2780.0,
Lee Jung Hoon,2,54197.5,6.55
Lee Jung Hun,2,6399.5,7.0
Lee Jung Hyun,2,4040.5,7.1
Lee Jung Jae,4,3317.0,7.925
Lee Jung Jin,8,15813.75,7.2250000000000005
Lee Jung Shin,4,431.25,7.949999999999999
Lee Ka Eun,2,5541.0,7.550000000000001
Lee Kang Min,1,187.0,8.1
Lee Ki Hyuk,1,3933.0,7.2
Lee Ki Hyun,1,306.0,8.3
Lee Ki Seop,1,99999.0,
Lee Ki Woo,9,2671.1111111111113,7.955555555555557
Lee Kwan Hoon,1,9452.0,7.4
Lee Kwang Ki,1,5614.0,7.6
Lee Kwang Soo,5,783.4,8.1
Lee Kye In,1,11607.0,7.5
Lee Kyo Yeob,1,1599.0,8.1
Lee Kyu Han,7,4020.8571428571427,7.571428571428571
Lee Kyu Hyung,3,382.0,8.366666666666667
Lee Kyun,1,20243.81818181818,7.718181818181819
Lee Kyung Hoon,1,2877.0,8.1
Lee Kyung Jin,3,34311.0,7.5
Lee Kyung Young,6,17797.166666666668,7.816666666666666
Lee Mal Geum,1,10293.0,7.4
Lee Mi Do,2,4843.5,7.05
Lee Mi Sook,11,11850.636363636364,7.6
Lee Mi Yeon,2,9762.0,7.3
Lee Mi Young,2,4409.0,6.800000000000001
Lee Min Goo,1,2604.0,
Lee Min Ho,9,1322.2222222222222,8.025
Lee Min Hyuk,2,2689.0,7.5
Lee Min Ji,2,4502.0,7.449999999999999
Lee Min Jung,7,15136.57142857143,7.685714285714286
Lee Min Ki,8,1365.375,8.024999999999999
Lee Min Woo,8,32334.14285714286,7.728571428571429
Lee Min Young,3,6779.666666666667,7.366666666666667
Lee Moo Saeng,4,1656.5,7.975
Lee Moon Jung,2,3047.5,7.65
Lee Moon Shik,5,22054.2,7.8
Lee Moon Soo,1,1961.0,6.8
Lee Na Eun,2,428.5,8.2
Lee Na Yoon,1,6178.0,6.5
Lee Na Young,4,28519.0,7.375
Lee Pil Mo,7,3499.285714285714,7.757142857142857
Lee Ra Hye,1,6380.0,7.3
Lee Re,4,1200.75,7.675000000000001
Lee Ro Woon,1,140.0,8.3
Lee Ruby,1,841.0,8.2
Lee Sae Byul,1,3604.0,7.4
Lee Sae On,1,306.0,8.3
Lee Sang Ah,2,54190.5,7.4
Lee Sang Bo,1,4669.0,7.1
Lee Sang Hee,5,1085.6,8.18
Lee Sang Jun,1,695.0,8.2
Lee Sang Woo,15,4052.6,7.553333333333333
Lee Sang Yeob,10,2909.4,7.739999999999999
Lee Sang Yi,2,140.0,8.8
Lee Sang Yoon,13,2664.230769230769,7.676923076923076
Lee Se Chang,2,1503.0,7.65
Lee Se Eun,3,6873.0,7.133333333333333
Lee Se Hee,2,2664.5,7.3
Lee Se Na,2,8736.0,6.95
Lee Se Young,11,9784.181818181818,7.9
Lee Seo Jin,9,14130.555555555555,7.6625
Lee Seo Won,2,471.0,7.7
Lee Seo Yun,1,5350.0,7.4
Lee Seok Min,1,1825.0,7.5
Lee Seol,4,1818.6,8.180000000000001
Lee Seol Hee,1,2366.0,8.2
Lee Seul Ah,1,8334.0,7.0
Lee Seung Gi,7,449.2857142857143,8.383333333333333
Lee Seung Hyub,2,51201.0,8.05
Lee Seung Joo,2,12619.222222222223,7.722222222222222
Lee Seung Joon,7,15605.285714285714,7.714285714285714
Lee Seung Min,1,295.0,8.1
Lee Seung Yeon,4,3521.25,7.475
Lee Shi Ah,2,2284.5,7.699999999999999
Lee Shi Eun,1,99999.0,9.7
Lee Shi Kang,4,6613.75,7.625
Lee Shi Won,3,3989.6666666666665,7.633333333333333
Lee Shi Woo,1,2315.0,8.0
Lee Shin Young,3,648.6666666666666,8.4
Lee Si Eon,13,1493.0,7.958333333333332
Lee Si Young,10,1693.7,7.649999999999999
Lee So Jung,2,3788.0,7.45
Lee So Yeon,9,5826.0,7.199999999999999
Lee So Yul,1,9188.0,6.9
Lee Soo Hyuk,11,836.3636363636364,7.6909090909090905
Lee Soo Ji,1,385.0,7.9
Lee Soo Kyung,10,2870.6,7.780000000000001
Lee Soo Min,2,51076.0,7.35
Lee Soon Jae,11,21555.0,7.345454545454545
Lee Su Ji,1,4388.0,7.5
Lee Sun Bin,6,1113.8333333333333,7.933333333333334
Lee Sun Ho,2,8646.5,7.3
Lee Sun Kyun,9,2407.6666666666665,7.8999999999999995
Lee Sung Jae,10,1815.0,7.75
Lee Sung Kyung,7,665.5714285714286,8.0
Lee Sung Min,9,13005.666666666666,7.85
Lee Sung Wook,2,418.0,8.399999999999999
Lee Sung Yeol,2,1966.0,7.5
Lee Tae Gon,5,6498.0,7.419999999999999
Lee Tae Hwan,10,10765.0,7.859999999999999
Lee Tae Im,5,2503.0,7.4
Lee Tae Ran,7,32186.285714285714,7.757142857142857
Lee Tae Ri,3,987.3333333333334,7.8
Lee Tae Sun,2,1600.2857142857142,7.728571428571428
Lee Tae Sung,5,2062.0,7.6800000000000015
Lee Tae Vin,1,6459.0,6.7
Lee Wan,2,4798.5,7.0
Lee Won Jae,3,37586.333333333336,8.033333333333333
Lee Won Jong,10,11509.5,7.83
Lee Won Keun,6,1223.0,7.933333333333334
Lee Won Suk,1,8464.0,7.4
Lee Ye Bit,1,1075.0,7.7
Lee Ye Eun,2,3250.0,7.45
Lee Ye Hyun,1,1076.0,7.5
Lee Ye Rim,1,192.0,8.3
Lee Yeol Eum,7,1381.2857142857142,7.614285714285714
Lee Yeon Kyung,2,1498.5,7.5
Lee Yi Dam,1,3559.0,7.2
Lee Yi Kyung,7,898.4285714285714,8.014285714285714
Lee Yo Won,10,3682.7,7.610000000000001
Lee Yong Woo,2,3401.5,6.9
Lee Yoo Bi,7,612.2857142857143,8.042857142857143
Lee Yoo Jin,3,2478.0,7.800000000000001
Lee Yoo Joo,1,50035.5,8.45
Lee Yoo Joon,1,72.0,9.0
Lee Yoo Jung,1,6380.0,7.3
Lee Yoo Mi,2,4913.5,7.9
Lee Yoo Ri,11,3790.181818181818,7.6909090909090905
Lee Yoo Young,6,1155.0,8.066666666666666
Lee Yoon Ji,9,13837.666666666666,7.566666666666666
Lee Yoon Mi,1,99999.0,7.6
Lee Yoon Sung,1,99999.0,7.0
Lee Young Ae,6,67119.5,7.316666666666666
Lee Young Ah,7,32596.14285714286,7.514285714285713
Lee Young Eun,8,28797.0,7.425000000000001
Lee Young Hoo,1,6191.0,7.5
Lee Young Jin,3,4199.666666666667,7.566666666666666
Lee Young Yoo,2,7333.0,7.4
Lee Yun Hee,7,1309.4285714285713,7.714285714285714
Lito,1,2285.0,7.1
Lomon,2,310.5,8.15
Ma Dong Seok,3,372.3333333333333,8.366666666666667
Maeng Ho Rim,1,99999.0,6.8
Maeng Sang Hoon,1,10771.0,7.0
Marco,1,2253.0,7.4
Mashiho,1,2404.0,8.3
May Bee,1,6139.0,7.2
Maya,1,9365.0,7.5
Min Do Hee,6,855.6666666666666,7.95
Min Hoo,1,662.0,7.3
Min Hyo Gi,1,201.0,7.7
Min Ji Ah,1,1842.0,7.6
Min Ji Hyun,1,4049.0,7.8
Min Ji Young,2,99999.0,8.5
Min Ji Yul,1,632.0,7.9
Min Jin Woong,6,789.3333333333334,8.033333333333333
Min Joon Hyun,2,50907.5,6.65
Min Sung Wook,2,735.5,8.3
Min Woo Hyuk,1,707.0,6.8
Mina,1,743.0,7.9
Minnie,1,641.0,7.9
Moon  Ji Yoon,1,1641.0,6.8
Moon Bo Ryung,2,6623.0,7.3
Moon Byul,1,5549.0,7.4
Moon Chae Won,7,498.0,8.028571428571428
Moon Chang Gil,1,3933.0,7.2
Moon Cheon Shik,3,9735.0,7.133333333333333
Moon Ga Young,10,409.9,7.960000000000001
Moon Geun Young,5,3187.6,7.5
Moon Hee Kyung,3,4068.0,7.7
Moon Ji In,5,1870.4,7.6800000000000015
Moon Ji Young,1,99999.0,7.1
Moon Jung Hee,8,2917.25,7.8375
Moon Se Yun,1,442.0,7.8
Moon So Ri,3,1216.6666666666667,8.200000000000001
Moon Sook,1,2454.0,7.9
Moon Sung Geun,5,962.6,8.02
Moon Tae Yu,1,4096.0,
Moon Won Ju,1,2126.0,7.8
Moon You Kang,1,8010.0,
Myung Gye Nam,1,2403.0,7.3
Myung Ji Yun,1,7004.0,7.0
Myung Se Bin,3,35931.0,7.666666666666667
Na Eun Saem,1,812.0,8.3
Na Hae Ryung,4,3595.5,7.775
Na Hye Mi,3,5197.0,7.466666666666666
Na In Woo,5,1403.4,7.840000000000001
Na Moon Hee,5,2829.2,8.12
Na Young Hee,4,3800.25,7.675000000000001
Nakagoshi Noriko,1,8962.0,6.9
Nam  Da Reum ,4,1109.25,7.8999999999999995
Nam Bo Ra,3,5143.333333333333,7.166666666666667
Nam Gyu Ri,6,1860.1666666666667,8.32
Nam Ji Hyun,8,1246.75,8.128571428571428
Nam Joo Hyuk,9,432.8888888888889,7.944444444444445
Nam Jung Hee,1,4465.0,6.0
Nam Ki Ae,4,736.75,8.4
Nam Kyung Eup,2,4722.5,7.75
Nam Min Woo,1,966.0,7.8
Nam Moon Chul,3,2675.6666666666665,7.900000000000001
Nam Sang Ji,2,5860.0,7.8
Nam Sang Mi,6,3997.1666666666665,7.6000000000000005
Nam Sung Hoon,2,52597.5,7.35
Nam Sung Jin,2,7432.0,7.4
Nam Tae Hyun,1,3415.0,7.7
Nam Woo Hyun,1,188.0,7.6
Nam Yoon Jung,1,99999.0,7.0
Nam Yoon Su,3,434.0,8.333333333333334
Namkoong Min,15,1357.7333333333333,7.999999999999999
Nana,6,1466.8333333333333,7.8
Narsha,1,3126.0,6.7
New Sun,1,934.0,7.1
Nha Phuong,1,8478.0,7.6
Noh Haeng Ha,1,8478.0,7.6
Noh Hyun Hee,2,51426.0,5.85
Noh Jong Hyun,6,1574.0,8.219999999999999
Noh Joo Hyun,2,4702.5,7.3
Noh Kwang Shik,1,636.0,7.9
Noh Kyung Joo,1,2748.0,7.5
Noh Min Woo,3,1090.3333333333333,7.166666666666667
Noh Young Gook,1,5564.0,7.7
Noh Young Hak,3,33825.0,7.366666666666667
Ock Joo Hyun,1,2107.0,6.5
Oh  Gwang Rok ,1,754.0,7.8
Oh  Sang Jin ,2,2805.0,7.1
Oh  Seung Yun,2,53380.5,7.4
Oh Chae Yi,1,6542.0,7.3
Oh Chang Seok,6,3035.0,7.6000000000000005
Oh Dae Gyu,3,7377.0,7.433333333333333
Oh Dae Hwan,5,1370.8,8.24
Oh Dal Soo,1,2504.0,6.9
Oh Dong Min,1,2309.0,
Oh Eui Shik,1,247.0,8.5
Oh Hee Joon,1,1310.0,7.9
Oh Hyun Chul,1,99999.0,7.2
Oh Hyun Kyung,8,16396.375,7.5874999999999995
Oh Ji Eun,7,5448.714285714285,7.485714285714286
Oh Ji Ho,12,3538.1666666666665,7.583333333333335
Oh Joo Eun,2,7406.5,7.300000000000001
Oh Jung Se,15,1413.9333333333334,7.93076923076923
Oh Jung Yeon,1,10285.0,7.5
Oh Man Suk,7,2713.0,7.814285714285715
Oh Mi Hee,1,5909.0,7.4
Oh Mi Yun,3,36010.0,7.066666666666666
Oh Min Suk,7,2402.0,7.8999999999999995
Oh Na Ra,7,978.7142857142857,8.542857142857143
Oh Se Hun,2,651.5,7.85
Oh Seung Ah,3,8408.0,7.066666666666667
Oh Seung Hyun,1,8318.0,6.9
Oh So Hyun,1,267.0,8.4
Oh Won Bin,1,89.0,7.6
Oh Yeon Ah,1,1773.0,7.9
Oh Yeon Seo,9,1652.2222222222222,7.777777777777778
Oh Yeon Soo,5,1846.6,7.7
Oh Yoo Na,2,5667.5,7.35
Oh Yoon Ah,15,16806.133333333335,7.6071428571428585
Oh Young Shil,2,3443.5,7.55
Oh Young Soo,1,31.0,8.5
Oh Yu Jin,1,1075.0,7.7
Ohn Joo Wan,8,2323.625,7.574999999999999
Ok Go Woon,2,790.0,8.0
Ok Ja Yeon,2,582.5,8.5
Ok Taec Yeon,9,1535.5555555555557,8.0375
Ok Ye Rin,1,307.0,8.3
One,2,879.5,8.1
Ong Seong Wu,2,437.5,7.75
Otani Ryohei,3,9210.333333333334,7.099999999999999
P.O,3,723.6666666666666,7.7
Park  Dong Bin,1,8142.0,7.1
Park  Hyo Joo,5,1383.6,7.659999999999999
Park  Sang Min,5,23096.8,7.660000000000001
Park  Yoon Jae,6,6989.333333333333,7.133333333333334
Park Ah In,1,1443.0,7.9
Park Bo Gum,8,740.75,8.15
Park Bo Young,5,1015.8,8.0
Park Byung Eun,6,941.1666666666666,8.116666666666665
Park Chae Kyung,1,7814.0,7.4
Park Chan Hwan,2,56277.0,6.8
Park Chan Yeol,2,320.5,7.550000000000001
Park Chang Ik,1,7146.0,7.5
Park Chul Ho,1,7776.0,7.2
Park Chul Min,2,796.0,7.7
Park Da An,1,10954.0,6.9
Park Eun Bin,13,2081.230769230769,7.953846153846153
Park Eun Hye,4,7179.25,7.1000000000000005
Park Eun Ji,2,3132.0,7.6
Park Eun Seok,3,686.6666666666666,7.8999999999999995
Park Geun Hyung,5,4978.0,7.6000000000000005
Park Gri Na,1,99999.0,8.1
Park Gun Hyung,3,5568.666666666667,7.333333333333333
Park Gun Woo,1,773.0,8.1
Park Gyu Young,3,155.66666666666666,8.766666666666667
Park Ha Na,6,4658.0,7.383333333333333
Park Ha Sun,9,2093.3333333333335,7.844444444444445
Park Ha Young,1,99999.0,7.6
Park Hae Jin,12,504.9166666666667,8.033333333333333
Park Hae Joon,4,925.5,8.200000000000001
Park Hae Mi,3,34734.666666666664,7.466666666666666
Park Hae Soo,7,1837.2857142857142,8.133333333333333
Park Han Byul,5,22622.0,7.359999999999999
Park Han Sol,1,417.0,8.3
Park Hee Bon,5,22005.4,7.580000000000001
Park Hee Jin,1,10089.0,7.4
Park Hee Soon ,6,3498.0,8.059999999999999
Park Ho San,6,1249.1666666666667,8.183333333333332
Park Hoon,6,946.1666666666666,8.15
Park Hwan Hee,2,476.5,8.05
Park Hye Soo,4,619.75,8.125
Park Hye Won,1,12177.0,6.9
Park Hyo Jun,1,2606.0,7.4
Park Hyuk Kwon,7,2388.8571428571427,7.8999999999999995
Park Hyun Sook,1,99999.0,7.1
Park Hyun Young,1,99999.0,7.7
Park Hyung Joon,2,10707.5,7.35
Park Hyung Sik,7,309.85714285714283,8.22857142857143
Park In Hwan,9,35956.444444444445,7.455555555555555
Park Jae Chan,1,241.0,8.2
Park Jae Hoon,2,50387.5,7.1
Park Jae Jung,2,8641.5,7.0
Park Ji Bin,4,29313.0,7.366666666666667
Park Ji Hoo,2,1010.3333333333334,8.2
Park Ji Hoon,4,1099.0,8.15
Park Ji Hyun,4,353.75,8.325
Park Ji Il,2,2158.5,7.65
Park Ji Soo,1,407.0,7.3
Park Ji Yeon,8,1147.375,7.512500000000001
Park Ji Yoon,2,4634.5,7.550000000000001
Park Ji Young,11,10762.181818181818,8.01818181818182
Park Ji Yun,1,652.0,8.6
Park Jin Hee,11,13319.0,7.527272727272726
Park Jin Joo,3,33380.333333333336,7.833333333333335
Park Jin Sung,1,99999.0,6.6
Park Jin Woo,5,4187.4,7.15
Park Jin Young,4,333.0,8.375
Park Jong Hwan,1,132.0,8.7
Park Joo Hee,3,364.6666666666667,8.4
Park Joo Hyun,1,695.0,8.2
Park Joo Mi,4,2730.75,7.574999999999999
Park Joon Geum,4,3781.75,7.824999999999999
Park Joon Hyuk,1,5996.0,7.4
Park Joon Myun,1,3415.0,7.7
Park Joong Hoon,1,1395.0,7.8
Park Ju Hyun,6,1032.5,8.420000000000002
Park Jung Ah,2,8518.5,7.199999999999999
Park Jung Chul,3,7108.666666666667,7.433333333333334
Park Jung Min,3,545.6666666666666,7.533333333333332
Park Jung Soo,3,34626.333333333336,7.266666666666667
Park Jung Won,1,6080.0,7.4
Park Jung Woo,3,2135.0,7.85
Park Keun Rok,3,4938.666666666667,7.733333333333333
Park Ki Woong,7,1266.2857142857142,7.671428571428572
Park Kwang Hyun,3,8673.0,7.233333333333333
Park Kyu Sun,2,227.5,7.35
Park Kyung Hye,1,100.0,8.4
Park Kyung Rim,1,472.0,7.9
Park Mi Sun,1,11652.0,6.8
Park Min Ji,3,2025.6666666666667,7.033333333333334
Park Min Jung,1,412.0,8.3
Park Min Su,1,1860.0,8.2
Park Min Woo,2,1983.0,7.55
Park Min Young,12,786.6666666666666,7.824999999999999
Park Nam Hyun,1,99999.0,6.9
Park Sang Hoon,1,684.0,8.3
Park Sang Myun,4,53387.5,7.3999999999999995
Park Sang Won,6,21507.0,7.983333333333334
Park Se Jin,1,2235.0,7.7
Park Se Wan,5,1642.8,7.840000000000001
Park Se Young,10,2664.9,7.800000000000001
Park Seo Ham,1,241.0,8.2
Park Seo Joon,10,426.2,7.92
Park Seo Yeon,3,3104.3333333333335,7.633333333333333
Park Seon Im,2,1271.5,8.100000000000001
Park Seul Ki,2,10430.0,7.2
Park Shi Eun,3,39516.0,7.400000000000001
Park Shi Hoo,10,2163.8,7.56
Park Shi Yeon,6,17800.5,7.666666666666665
Park Shin Ah,1,3933.0,7.2
Park Shin Hye,7,91.42857142857143,7.9142857142857155
Park Shin Woon,1,258.0,7.6
Park Shin Yang,4,5048.5,7.4
Park So Dam,3,183.33333333333334,7.833333333333333
Park So Eun,2,51676.5,7.05
Park So Hee,1,1055.0,8.4
Park So Hyun,1,5990.0,6.8
Park So Jin,2,1926.5,7.75
Park So Yeon,1,1866.0,7.1
Park Sol Mi,6,19864.5,7.449999999999999
Park Soo Ae,8,3261.125,7.4875
Park Soo Hyun,1,12555.0,7.0
Park Soo Jin,1,1684.0,7.0
Park Soo Young,4,3119.75,7.475
Park Soon Ae,1,99999.0,7.9
Park Soon Chun,4,6320.25,7.4
Park Sun Ho,2,1552.5,7.449999999999999
Park Sun Young,5,4195.0,7.82
Park Sung Eun,1,4903.0,7.2
Park Sung Geun,5,1290.8,7.82
Park Sung Hoon,5,1175.0,7.919999999999999
Park Sung Joon,2,1220.5,7.65
Park Sung Woo,1,1808.4444444444443,7.844444444444445
Park Sung Woong,8,952.625,7.9
Park Tam Hee,3,38668.0,7.2
Park Won Sang,4,2096.5,7.65
Park Won Sook,12,44085.583333333336,7.508333333333334
Park Woong,1,99999.0,7.2
Park Ye Jin,6,4530.833333333333,7.466666666666666
Park Ye Young,1,1281.0,7.9
Park Yong Ha,1,4412.0,7.4
Park Yong Woo,2,1949.5,7.85
Park Yoo Chun,5,763.8,7.7
Park Yoo Na,2,327.5,8.3
Park Yoon Bae,1,99999.0,6.5
Park Yoon Young,1,1145.0,8.3
Park Young Gyu,7,32003.285714285714,7.285714285714286
Park Young Ji,2,51333.0,7.199999999999999
Park Young Rin,4,7447.5,6.925
Pierce Conran,1,808.0,7.2
Pyo Ye Jin,4,1249.5,8.175
Ra Mi Ran,7,1990.4285714285713,7.728571428571428
Rain,5,781.8,7.9
Ri Min,1,1173.0,7.3
Roh Jeong Eui,6,628.3333333333334,8.149999999999999
Rowoon,5,221.2,8.239999999999998
Ryeoun,3,615.6666666666666,8.433333333333334
Ryu Deok Hwan,5,1131.2,8.2
Ryu Eui Hyun,3,1831.0,7.766666666666667
Ryu Hwa Young,4,872.75,8.025
Ryu Hye Rin,2,2303.5,7.05
Ryu Hye Young,1,214.0,8.7
Ryu Hyun Kyung,9,15457.555555555555,7.6000000000000005
Ryu Jin,13,19723.46153846154,7.276923076923077
Ryu Joon Yeol,4,371.25,8.6
Ryu Jung Han,1,9948.0,7.4
Ryu Kyung Soo,4,1206.0,7.966666666666666
Ryu Sang Wook,1,11940.0,7.5
Ryu Seung Beom,1,99999.0,7.3
Ryu Seung Ryong,2,1445.0,8.8
Ryu Seung Soo,6,1486.8333333333333,7.783333333333334
Ryu Shi Won,3,7583.333333333333,7.166666666666667
Ryu Si Hyun,1,3126.0,6.7
Ryu Soo Jung,1,5549.0,7.4
Ryu Soo Young,11,2702.0,7.872727272727272
Ryu Sung Hoon,1,5119.0,7.3
Ryu Tae Joon,3,70382.0,7.166666666666667
Ryu Yeon Seok,1,4705.0,7.4
Sa Hee,2,4401.5,7.7
Sa Hyun Jin,1,494.0,8.0
Sa Mi Ja,3,70217.0,7.633333333333333
Samuel,1,5325.0,7.566666666666667
Sandara Park,2,1848.0,7.199999999999999
Sandeul,1,6594.0,7.0
Seo Bum June,1,1880.0,8.0
Seo Do Young,7,8724.57142857143,7.299999999999999
Seo Dong Hyun,1,10542.0,7.7
Seo Dong Won,2,99999.0,7.15
Seo Eun Ah,1,1105.0,7.9
Seo Eun Chae,3,2785.3333333333335,7.8999999999999995
Seo Eun Soo,7,903.0,8.114285714285714
Seo Eun Woo,1,2112.0,7.4
Seo Ha Joon,6,7399.166666666667,7.066666666666666
Seo Hae Won,1,8958.0,6.7
Seo Hee Seon,1,635.0,8.0
Seo Hye Rin,2,50572.0,8.15
Seo Hyo Rim,6,3358.0,7.416666666666667
Seo Hyun,4,12501.888888888889,7.8742857142857146
Seo Hyun Chul,3,715.6666666666666,7.866666666666666
Seo Hyun Jin,13,1583.6923076923076,7.953846153846154
Seo Hyun Woo,2,50019.5,9.1
Seo In Guk,11,377.0,8.18181818181818
Seo In Seok,4,54920.5,7.324999999999999
Seo In Young,1,562.0,7.9
Seo Jae Kyung,1,3379.0,7.1
Seo Ji Hoon,6,1425.6666666666667,7.58
Seo Ji Hye,14,10051.142857142857,7.814285714285714
Seo Ji Suk,4,4534.75,6.949999999999999
Seo Ji Young,2,790.0,8.0
Seo Joo Hee,1,548.0,7.5
Seo Joon Young,4,3082.75,7.5
Seo Jung Yeon,3,612.3333333333334,8.3
Seo Kang Joon,10,898.4,7.644444444444444
Seo Kyung Suk,1,99999.0,10.0
Seo Seung Hyun,1,8219.0,7.4
Seo Shin Ae,2,2058.5,8.0
Seo Tae Hwa,1,473.0,7.5
Seo Woo,3,15704.0,7.637499999999999
Seo Woo Jin,3,1106.0,7.8
Seo Woo Rim,2,53876.5,7.65
Seo Yea Ji,9,742.1111111111111,8.033333333333333
