actors,장르,점수별,인기별,리뷰수,작품수
Lee Ye Rim,Lee Ye Rim,8.3,192.0,15980.0,1
Lee Yeol Eum,Lee Yeol Eum,7.614285714285714,1381.2857142857142,6967.571428571428,7
Lee Yeon Kyung,Lee Yeon Kyung,7.5,1498.5,2632.0,2
Lee Yi Dam,Lee Yi Dam,7.2,3559.0,334.0,1
Lee Yi Kyung,Lee Yi Kyung,8.014285714285714,898.4285714285714,7650.714285714285,7
Lee Yo Won,Lee Yo Won,7.610000000000001,3682.7,1257.8,10
Lee Yong Woo,Lee Yong Woo,6.9,3401.5,995.5,2
Lee Yoo Bi,Lee Yoo Bi,8.042857142857143,612.2857142857143,18447.285714285717,7
Lee Yoo Jin,Lee Yoo Jin,7.800000000000001,2478.0,4585.0,3
Lee Yoo Joo,Lee Yoo Joo,8.45,50035.5,13502.5,1
Lee Yoo Joon,Lee Yoo Joon,9.0,72.0,26973.0,1
Lee Yoo Jung,Lee Yoo Jung,7.3,6380.0,386.0,1
Lee Yoo Mi,Lee Yoo Mi,7.9,4913.5,1559.0,2
Lee Yoo Ri,Lee Yoo Ri,7.69090909090909,3790.181818181818,1896.090909090909,11
Lee Yoo Young,Lee Yoo Young,8.066666666666666,1155.0,4816.5,6
Lee Yoon Ji,Lee Yoon Ji,7.566666666666666,13837.666666666666,3740.6666666666665,9
Lee Yoon Mi,Lee Yoon Mi,7.6,99999.0,7.0,1
Lee Yoon Sung,Lee Yoon Sung,7.0,99999.0,6.0,1
Lee Young Ae,Lee Young Ae,7.316666666666666,67119.5,929.8333333333334,6
Lee Young Ah,Lee Young Ah,7.514285714285713,32596.14285714286,904.8571428571428,7
Lee Young Eun,Lee Young Eun,7.425000000000001,28797.0,930.0,8
Lee Young Hoo,Lee Young Hoo,7.5,6191.0,353.0,1
Lee Young Jin,Lee Young Jin,7.566666666666666,4199.666666666667,781.6666666666666,3
Lee Young Yoo,Lee Young Yoo,7.4,7333.0,791.0,2
Lee Yun Hee,Lee Yun Hee,7.714285714285714,1309.428571428571,3571.714285714286,7
Lito,Lito,7.1,2285.0,1557.0,1
Lomon,Lomon,8.15,310.5,19107.5,2
Ma Dong Seok,Ma Dong Seok,8.366666666666667,372.3333333333333,10697.666666666666,3
Maeng Ho Rim,Maeng Ho Rim,6.8,99999.0,5.0,1
Maeng Sang Hoon,Maeng Sang Hoon,7.0,10771.0,51.0,1
Marco,Marco,7.4,2253.0,1809.0,1
Mashiho,Mashiho,8.3,2404.0,1554.0,1
May Bee,May Bee,7.2,6139.0,418.0,1
Maya,Maya,7.5,9365.0,159.0,1
Min Do Hee,Min Do Hee,7.95,855.6666666666666,5907.166666666667,6
Min Hoo,Min Hoo,7.3,662.0,9117.0,1
Min Hyo Gi,Min Hyo Gi,7.7,201.0,22845.0,1
Min Ji Ah,Min Ji Ah,7.6,1842.0,1934.0,1
Min Ji Hyun,Min Ji Hyun,7.8,4049.0,582.0,1
Min Ji Young,Min Ji Young,8.5,99999.0,6.5,2
Min Ji Yul,Min Ji Yul,7.9,632.0,7871.0,1
Min Jin Woong,Min Jin Woong,8.033333333333333,789.3333333333334,8649.0,6
Min Joon Hyun,Min Joon Hyun,6.65,50907.5,1159.5,2
Min Sung Wook,Min Sung Wook,8.3,735.5,12233.0,2
Min Woo Hyuk,Min Woo Hyuk,6.8,707.0,4747.0,1
Mina,Mina,7.9,743.0,5888.0,1
Minnie,Minnie,7.9,641.0,7775.0,1
Moon  Ji Yoon,Moon  Ji Yoon,6.8,1641.0,1638.0,1
Moon Bo Ryung,Moon Bo Ryung,7.3,6623.0,311.5,2
Moon Byul,Moon Byul,7.4,5549.0,394.0,1
Moon Chae Won,Moon Chae Won,8.028571428571428,498.0,13822.285714285714,7
Moon Chang Gil,Moon Chang Gil,7.2,3933.0,728.0,1
Moon Cheon Shik,Moon Cheon Shik,7.133333333333333,9735.0,171.66666666666666,3
Moon Ga Young,Moon Ga Young,7.960000000000001,409.9,15965.2,10
Moon Geun Young,Moon Geun Young,7.5,3187.6,4194.2,5
Moon Hee Kyung,Moon Hee Kyung,7.7,4068.0,633.6666666666666,3
Moon Ji In,Moon Ji In,7.6800000000000015,1870.4,11827.0,5
Moon Ji Young,Moon Ji Young,7.1,99999.0,7.0,1
Moon Jung Hee,Moon Jung Hee,7.8375,2917.25,6318.875,8
Moon Se Yun,Moon Se Yun,7.8,442.0,9624.0,1
Moon So Ri,Moon So Ri,8.200000000000001,1216.6666666666667,18524.666666666668,3
Moon Sook,Moon Sook,7.9,2454.0,1069.0,1
Moon Sung Geun,Moon Sung Geun,8.02,962.6,8285.6,5
Moon Tae Yu,Moon Tae Yu,,4096.0,,1
Moon Won Ju,Moon Won Ju,7.8,2126.0,595.0,1
Moon You Kang,Moon You Kang,,8010.0,,1
Myung Gye Nam,Myung Gye Nam,7.3,2403.0,1443.0,1
Myung Ji Yun,Myung Ji Yun,7.0,7004.0,289.0,1
Myung Se Bin,Myung Se Bin,7.666666666666667,35931.0,1822.0,3
Na Eun Saem,Na Eun Saem,8.3,812.0,5568.0,1
Na Hae Ryung,Na Hae Ryung,7.775,3595.5,3729.75,4
Na Hye Mi,Na Hye Mi,7.466666666666666,5197.0,525.0,3
Na In Woo,Na In Woo,7.840000000000001,1403.4,5780.0,5
Na Moon Hee,Na Moon Hee,8.12,2829.2,3740.4,5
Na Young Hee,Na Young Hee,7.675000000000001,3800.25,4613.75,4
Nakagoshi Noriko,Nakagoshi Noriko,6.9,8962.0,190.0,1
Nam  Da Reum ,Nam  Da Reum ,7.899999999999999,1109.25,3631.75,4
Nam Bo Ra,Nam Bo Ra,7.166666666666667,5143.333333333333,489.6666666666667,3
Nam Gyu Ri,Nam Gyu Ri,8.32,1860.1666666666667,5016.2,6
Nam Ji Hyun,Nam Ji Hyun,8.128571428571428,1246.75,15886.57142857143,8
Nam Joo Hyuk,Nam Joo Hyuk,7.944444444444445,432.8888888888889,33273.11111111111,9
Nam Jung Hee,Nam Jung Hee,6.0,4465.0,629.0,1
Nam Ki Ae,Nam Ki Ae,8.4,736.75,13471.75,4
Nam Kyung Eup,Nam Kyung Eup,7.75,4722.5,541.0,2
Nam Min Woo,Nam Min Woo,7.8,966.0,3624.0,1
Nam Moon Chul,Nam Moon Chul,7.900000000000001,2675.6666666666665,2815.0,3
Nam Sang Ji,Nam Sang Ji,7.8,5860.0,154.0,2
Nam Sang Mi,Nam Sang Mi,7.6,3997.1666666666665,3153.5,6
Nam Sung Hoon,Nam Sung Hoon,7.35,52597.5,109.5,2
Nam Sung Jin,Nam Sung Jin,7.4,7432.0,202.0,2
Nam Tae Hyun,Nam Tae Hyun,7.7,3415.0,605.0,1
Nam Woo Hyun,Nam Woo Hyun,7.6,188.0,17816.0,1
Nam Yoon Jung,Nam Yoon Jung,7.0,99999.0,11.0,1
Nam Yoon Su,Nam Yoon Su,8.333333333333334,434.0,13875.0,3
Namkoong Min,Namkoong Min,7.999999999999999,1357.7333333333331,7186.142857142857,15
Nana,Nana,7.8,1466.8333333333333,4482.2,6
Narsha,Narsha,6.7,3126.0,1229.0,1
New Sun,New Sun,7.1,934.0,6139.0,1
Nha Phuong,Nha Phuong,7.6,8478.0,58.0,1
Noh Haeng Ha,Noh Haeng Ha,7.6,8478.0,58.0,1
Noh Hyun Hee,Noh Hyun Hee,5.85,51426.0,576.5,2
Noh Jong Hyun,Noh Jong Hyun,8.219999999999999,1574.0,9618.4,6
Noh Joo Hyun,Noh Joo Hyun,7.3,4702.5,559.5,2
Noh Kwang Shik,Noh Kwang Shik,7.9,636.0,5492.0,1
Noh Kyung Joo,Noh Kyung Joo,7.5,2748.0,983.0,1
Noh Min Woo,Noh Min Woo,7.166666666666667,1090.3333333333333,4541.333333333333,3
Noh Young Gook,Noh Young Gook,7.7,5564.0,290.0,1
Noh Young Hak,Noh Young Hak,7.366666666666667,33825.0,4323.666666666667,3
Ock Joo Hyun,Ock Joo Hyun,6.5,2107.0,2221.0,1
Oh  Gwang Rok ,Oh  Gwang Rok ,7.8,754.0,4138.0,1
Oh  Sang Jin ,Oh  Sang Jin ,7.1,2805.0,1141.5,2
Oh  Seung Yun,Oh  Seung Yun,7.4,53380.5,130.0,2
Oh Chae Yi,Oh Chae Yi,7.3,6542.0,243.0,1
Oh Chang Seok,Oh Chang Seok,7.6,3035.0,3660.5,6
Oh Dae Gyu,Oh Dae Gyu,7.433333333333333,7377.0,166.33333333333334,3
Oh Dae Hwan,Oh Dae Hwan,8.24,1370.8,3168.8,5
Oh Dal Soo,Oh Dal Soo,6.9,2504.0,1148.0,1
Oh Dong Min,Oh Dong Min,,2309.0,,1
Oh Eui Shik,Oh Eui Shik,8.5,247.0,14593.0,1
Oh Hee Joon,Oh Hee Joon,7.9,1310.0,2568.0,1
Oh Hyun Chul,Oh Hyun Chul,7.2,99999.0,20.0,1
Oh Hyun Kyung,Oh Hyun Kyung,7.587499999999999,16396.375,2488.75,8
Oh Ji Eun,Oh Ji Eun,7.485714285714286,5448.714285714285,1118.2857142857142,7
Oh Ji Ho,Oh Ji Ho,7.583333333333335,3538.1666666666665,1236.5,12
Oh Joo Eun,Oh Joo Eun,7.300000000000001,7406.5,278.5,2
Oh Jung Se,Oh Jung Se,7.93076923076923,1413.9333333333334,13768.923076923076,15
Oh Jung Yeon,Oh Jung Yeon,7.5,10285.0,72.0,1
Oh Man Suk,Oh Man Suk,7.814285714285715,2713.0,3657.0,7
Oh Mi Hee,Oh Mi Hee,7.4,5909.0,250.0,1
Oh Mi Yun,Oh Mi Yun,7.066666666666666,36010.0,575.6666666666666,3
Oh Min Suk,Oh Min Suk,7.899999999999999,2402.0,7604.285714285715,7
Oh Na Ra,Oh Na Ra,8.542857142857143,978.7142857142856,9291.42857142857,7
Oh Se Hun,Oh Se Hun,7.85,651.5,13270.5,2
Oh Seung Ah,Oh Seung Ah,7.066666666666667,8408.0,217.66666666666663,3
Oh Seung Hyun,Oh Seung Hyun,6.9,8318.0,195.0,1
Oh So Hyun,Oh So Hyun,8.4,267.0,13710.0,1
Oh Won Bin,Oh Won Bin,7.6,89.0,32805.0,1
Oh Yeon Ah,Oh Yeon Ah,7.9,1773.0,1707.0,1
Oh Yeon Seo,Oh Yeon Seo,7.777777777777778,1652.2222222222222,7746.111111111111,9
Oh Yeon Soo,Oh Yeon Soo,7.7,1846.6,2724.0,5
Oh Yoo Na,Oh Yoo Na,7.35,5667.5,263.0,2
Oh Yoon Ah,Oh Yoon Ah,7.607142857142858,16806.133333333335,2253.0714285714284,15
Oh Young Shil,Oh Young Shil,7.55,3443.5,592.5,2
Oh Young Soo,Oh Young Soo,8.5,31.0,62640.0,1
Oh Yu Jin,Oh Yu Jin,7.7,1075.0,2950.0,1
Ohn Joo Wan,Ohn Joo Wan,7.574999999999999,2323.625,4403.875,8
Ok Go Woon,Ok Go Woon,8.0,790.0,5228.0,2
Ok Ja Yeon,Ok Ja Yeon,8.5,582.5,4157.5,2
Ok Taec Yeon,Ok Taec Yeon,8.0375,1535.5555555555557,15025.875,9
Ok Ye Rin,Ok Ye Rin,8.3,307.0,12180.0,1
One,One,8.1,879.5,23097.0,2
Ong Seong Wu,Ong Seong Wu,7.75,437.5,8189.0,2
Otani Ryohei,Otani Ryohei,7.099999999999999,9210.333333333334,186.0,3
P.O,P.O,7.7,723.6666666666666,22106.0,3
Park  Dong Bin,Park  Dong Bin,7.1,8142.0,212.0,1
Park  Hyo Joo,Park  Hyo Joo,7.659999999999999,1383.6,4891.0,5
Park  Sang Min,Park  Sang Min,7.660000000000001,23096.8,683.4,5
Park  Yoon Jae,Park  Yoon Jae,7.133333333333334,6989.333333333333,419.8333333333333,6
Park Ah In,Park Ah In,7.9,1443.0,2357.0,1
Park Bo Gum,Park Bo Gum,8.15,740.75,19892.625,8
Park Bo Young,Park Bo Young,8.0,1015.8,38694.0,5
Park Byung Eun,Park Byung Eun,8.116666666666665,941.1666666666666,10584.333333333334,6
Park Chae Kyung,Park Chae Kyung,7.4,7814.0,144.0,1
Park Chan Hwan,Park Chan Hwan,6.8,56277.0,31.5,2
Park Chan Yeol,Park Chan Yeol,7.550000000000001,320.5,15311.5,2
Park Chang Ik,Park Chang Ik,7.5,7146.0,196.0,1
Park Chul Ho,Park Chul Ho,7.2,7776.0,139.0,1
Park Chul Min,Park Chul Min,7.7,796.0,5523.0,2
Park Da An,Park Da An,6.9,10954.0,20.0,1
Park Eun Bin,Park Eun Bin,7.953846153846153,2081.230769230769,6523.0,13
Park Eun Hye,Park Eun Hye,7.1000000000000005,7179.25,242.5,4
Park Eun Ji,Park Eun Ji,7.6,3132.0,1055.0,2
Park Eun Seok,Park Eun Seok,7.899999999999999,686.6666666666666,8695.333333333334,3
Park Geun Hyung,Park Geun Hyung,7.6,4978.0,283.5,5
Park Gri Na,Park Gri Na,8.1,99999.0,20.0,1
Park Gun Hyung,Park Gun Hyung,7.333333333333333,5568.666666666667,2332.0,3
Park Gun Woo,Park Gun Woo,8.1,773.0,4468.0,1
Park Gyu Young,Park Gyu Young,8.766666666666667,155.66666666666666,33190.333333333336,3
Park Ha Na,Park Ha Na,7.383333333333333,4658.0,1053.3333333333333,6
Park Ha Sun,Park Ha Sun,7.844444444444445,2093.333333333333,3260.1111111111118,9
Park Ha Young,Park Ha Young,7.6,99999.0,15.0,1
Park Hae Jin,Park Hae Jin,8.033333333333333,504.9166666666667,23027.58333333333,12
Park Hae Joon,Park Hae Joon,8.200000000000001,925.5,7033.0,4
Park Hae Mi,Park Hae Mi,7.466666666666666,34734.666666666664,1321.0,3
Park Hae Soo,Park Hae Soo,8.133333333333333,1837.2857142857144,16774.0,7
Park Han Byul,Park Han Byul,7.359999999999999,22622.0,833.2,5
Park Han Sol,Park Han Sol,8.3,417.0,8999.0,1
Park Hee Bon,Park Hee Bon,7.580000000000001,22005.4,1259.2,5
Park Hee Jin,Park Hee Jin,7.4,10089.0,106.0,1
Park Hee Soon ,Park Hee Soon ,8.059999999999999,3498.0,7397.2,6
Park Ho San,Park Ho San,8.183333333333332,1249.1666666666667,13886.333333333334,6
Park Hoon,Park Hoon,8.15,946.1666666666666,7991.0,6
Park Hwan Hee,Park Hwan Hee,8.05,476.5,14633.5,2
Park Hye Soo,Park Hye Soo,8.125,619.75,14750.25,4
Park Hye Won,Park Hye Won,6.9,12177.0,71.0,1
Park Hyo Jun,Park Hyo Jun,7.4,2606.0,1192.0,1
Park Hyuk Kwon,Park Hyuk Kwon,7.899999999999999,2388.8571428571427,5827.571428571428,7
Park Hyun Sook,Park Hyun Sook,7.1,99999.0,14.0,1
Park Hyun Young,Park Hyun Young,7.7,99999.0,18.0,1
Park Hyung Joon,Park Hyung Joon,7.35,10707.5,62.5,2
Park Hyung Sik,Park Hyung Sik,8.22857142857143,309.85714285714283,26303.571428571428,7
Park In Hwan,Park In Hwan,7.455555555555555,35956.444444444445,2195.0,9
Park Jae Chan,Park Jae Chan,8.2,241.0,21198.0,1
Park Jae Hoon,Park Jae Hoon,7.1,50387.5,2682.0,2
Park Jae Jung,Park Jae Jung,7.0,8641.5,132.5,2
Park Ji Bin,Park Ji Bin,7.366666666666667,29313.0,745.6666666666666,4
Park Ji Hoo,Park Ji Hoo,8.2,1010.3333333333334,9914.6,2
Park Ji Hoon,Park Ji Hoon,8.15,1099.0,5300.5,4
Park Ji Hyun,Park Ji Hyun,8.325,353.75,11381.0,4
Park Ji Il,Park Ji Il,7.65,2158.5,2108.0,2
Park Ji Soo,Park Ji Soo,7.3,407.0,10490.0,1
Park Ji Yeon,Park Ji Yeon,7.512500000000001,1147.375,7423.375,8
Park Ji Yoon,Park Ji Yoon,7.550000000000001,4634.5,419.0,2
Park Ji Young,Park Ji Young,8.01818181818182,10762.181818181818,5857.545454545455,11
Park Ji Yun,Park Ji Yun,8.6,652.0,7874.0,1
Park Jin Hee,Park Jin Hee,7.527272727272726,13319.0,703.0909090909091,11
Park Jin Joo,Park Jin Joo,7.833333333333335,33380.333333333336,23664.666666666668,3
Park Jin Sung,Park Jin Sung,6.6,99999.0,5.0,1
Park Jin Woo,Park Jin Woo,7.15,4187.4,1055.0,5
Park Jin Young,Park Jin Young,8.375,333.0,14935.75,4
Park Jong Hwan,Park Jong Hwan,8.7,132.0,20234.0,1
Park Joo Hee,Park Joo Hee,8.4,364.6666666666667,14343.333333333334,3
Park Joo Hyun,Park Joo Hyun,8.2,695.0,6167.0,1
Park Joo Mi,Park Joo Mi,7.574999999999999,2730.75,13428.5,4
Park Joon Geum,Park Joon Geum,7.824999999999999,3781.75,3825.0,4
Park Joon Hyuk,Park Joon Hyuk,7.4,5996.0,329.0,1
Park Joon Myun,Park Joon Myun,7.7,3415.0,605.0,1
Park Joong Hoon,Park Joong Hoon,7.8,1395.0,1840.0,1
Park Ju Hyun,Park Ju Hyun,8.420000000000002,1032.5,12719.4,6
Park Jung Ah,Park Jung Ah,7.199999999999999,8518.5,119.0,2
Park Jung Chul,Park Jung Chul,7.433333333333334,7108.666666666667,384.6666666666667,3
Park Jung Min,Park Jung Min,7.533333333333332,545.6666666666666,10956.666666666666,3
Park Jung Soo,Park Jung Soo,7.266666666666667,34626.333333333336,3444.0,3
Park Jung Won,Park Jung Won,7.4,6080.0,265.0,1
Park Jung Woo,Park Jung Woo,7.85,2135.0,3353.0,3
Park Keun Rok,Park Keun Rok,7.733333333333333,4938.666666666667,1529.3333333333333,3
Park Ki Woong,Park Ki Woong,7.671428571428572,1266.2857142857142,5894.285714285715,7
Park Kwang Hyun,Park Kwang Hyun,7.233333333333333,8673.0,215.66666666666663,3
Park Kyu Sun,Park Kyu Sun,7.35,227.5,21506.0,2
Park Kyung Hye,Park Kyung Hye,8.4,100.0,26722.0,1
Park Kyung Rim,Park Kyung Rim,7.9,472.0,9844.0,1
Park Mi Sun,Park Mi Sun,6.8,11652.0,107.0,1
Park Min Ji,Park Min Ji,7.033333333333334,2025.6666666666667,15112.333333333334,3
Park Min Jung,Park Min Jung,8.3,412.0,9583.0,1
Park Min Su,Park Min Su,8.2,1860.0,1818.0,1
Park Min Woo,Park Min Woo,7.55,1983.0,3155.5,2
Park Min Young,Park Min Young,7.824999999999999,786.6666666666666,22578.75,12
Park Nam Hyun,Park Nam Hyun,6.9,99999.0,66.0,1
Park Sang Hoon,Park Sang Hoon,8.3,684.0,6577.0,1
Park Sang Myun,Park Sang Myun,7.399999999999999,53387.5,579.75,4
Park Sang Won,Park Sang Won,7.983333333333334,21507.0,9895.833333333334,6
Park Se Jin,Park Se Jin,7.7,2235.0,1206.0,1
Park Se Wan,Park Se Wan,7.840000000000001,1642.8,12526.2,5
Park Se Young,Park Se Young,7.800000000000001,2664.9,6721.666666666667,10
Park Seo Ham,Park Seo Ham,8.2,241.0,21198.0,1
Park Seo Joon,Park Seo Joon,7.92,426.2,35116.7,10
Park Seo Yeon,Park Seo Yeon,7.633333333333333,3104.333333333333,3285.0,3
Park Seon Im,Park Seon Im,8.100000000000001,1271.5,7038.5,2
Park Seul Ki,Park Seul Ki,7.2,10430.0,78.5,2
Park Shi Eun,Park Shi Eun,7.400000000000001,39516.0,78.33333333333333,3
Park Shi Hoo,Park Shi Hoo,7.56,2163.8,2996.0,10
Park Shi Yeon,Park Shi Yeon,7.666666666666665,17800.5,5334.666666666667,6
Park Shin Ah,Park Shin Ah,7.2,3933.0,728.0,1
Park Shin Hye,Park Shin Hye,7.9142857142857155,91.42857142857144,39036.142857142855,7
Park Shin Woon,Park Shin Woon,7.6,258.0,16692.0,1
Park Shin Yang,Park Shin Yang,7.4,5048.5,804.5,4
Park So Dam,Park So Dam,7.833333333333333,183.33333333333331,24195.0,3
Park So Eun,Park So Eun,7.05,51676.5,440.5,2
Park So Hee,Park So Hee,8.4,1055.0,3016.0,1
Park So Hyun,Park So Hyun,6.8,5990.0,185.0,1
Park So Jin,Park So Jin,7.75,1926.5,7823.0,2
Park So Yeon,Park So Yeon,7.1,1866.0,2248.0,1
Park Sol Mi,Park Sol Mi,7.449999999999999,19864.5,863.0,6
Park Soo Ae,Park Soo Ae,7.4875,3261.125,3610.375,8
Park Soo Hyun,Park Soo Hyun,7.0,12555.0,58.0,1
Park Soo Jin,Park Soo Jin,7.0,1684.0,2025.0,1
Park Soo Young,Park Soo Young,7.475,3119.75,6466.5,4
Park Soon Ae,Park Soon Ae,7.9,99999.0,15.0,1
Park Soon Chun,Park Soon Chun,7.4,6320.25,655.25,4
Park Sun Ho,Park Sun Ho,7.449999999999999,1552.5,3376.0,2
Park Sun Young,Park Sun Young,7.82,4195.0,3318.8,5
Park Sung Eun,Park Sung Eun,7.2,4903.0,651.0,1
Park Sung Geun,Park Sung Geun,7.82,1290.8,12045.8,5
Park Sung Hoon,Park Sung Hoon,7.919999999999999,1175.0,4901.8,5
Park Sung Joon,Park Sung Joon,7.65,1220.5,3717.0,2
Park Sung Woo,Park Sung Woo,7.844444444444445,1808.4444444444443,7216.777777777777,1
Park Sung Woong,Park Sung Woong,7.9,952.625,8107.5,8
Park Tam Hee,Park Tam Hee,7.2,38668.0,138.0,3
Park Won Sang,Park Won Sang,7.65,2096.5,1441.0,4
Park Won Sook,Park Won Sook,7.508333333333334,44085.583333333336,2817.833333333333,12
Park Woong,Park Woong,7.2,99999.0,10.0,1
Park Ye Jin,Park Ye Jin,7.466666666666666,4530.833333333333,1311.0,6
Park Ye Young,Park Ye Young,7.9,1281.0,2265.0,1
Park Yong Ha,Park Yong Ha,7.4,4412.0,609.0,1
Park Yong Woo,Park Yong Woo,7.85,1949.5,1151.0,2
Park Yoo Chun,Park Yoo Chun,7.7,763.8,13135.4,5
Park Yoo Na,Park Yoo Na,8.3,327.5,27238.0,2
Park Yoon Bae,Park Yoon Bae,6.5,99999.0,2.0,1
Park Yoon Young,Park Yoon Young,8.3,1145.0,2724.0,1
Park Young Gyu,Park Young Gyu,7.285714285714286,32003.285714285717,6673.285714285715,7
Park Young Ji,Park Young Ji,7.199999999999999,51333.0,852.5,2
Park Young Rin,Park Young Rin,6.925,7447.5,140.5,4
Pierce Conran,Pierce Conran,7.2,808.0,6745.0,1
Pyo Ye Jin,Pyo Ye Jin,8.175,1249.5,23121.25,4
Ra Mi Ran,Ra Mi Ran,7.728571428571428,1990.4285714285716,3753.857142857143,7
Rain,Rain,7.9,781.8,6609.4,5
Ri Min,Ri Min,7.3,1173.0,3133.0,1
Roh Jeong Eui,Roh Jeong Eui,8.149999999999999,628.3333333333334,11501.833333333334,6
Rowoon,Rowoon,8.239999999999998,221.2,18656.8,5
Ryeoun,Ryeoun,8.433333333333334,615.6666666666666,10699.666666666666,3
Ryu Deok Hwan,Ryu Deok Hwan,8.2,1131.2,7489.6,5
Ryu Eui Hyun,Ryu Eui Hyun,7.766666666666667,1831.0,4771.666666666667,3
Ryu Hwa Young,Ryu Hwa Young,8.025,872.75,11448.0,4
Ryu Hye Rin,Ryu Hye Rin,7.05,2303.5,1430.5,2
Ryu Hye Young,Ryu Hye Young,8.7,214.0,15911.0,1
Ryu Hyun Kyung,Ryu Hyun Kyung,7.6,15457.555555555557,2320.714285714286,9
Ryu Jin,Ryu Jin,7.276923076923077,19723.46153846154,1445.2307692307693,13
Ryu Joon Yeol,Ryu Joon Yeol,8.6,371.25,20581.5,4
Ryu Jung Han,Ryu Jung Han,7.4,9948.0,64.0,1
Ryu Kyung Soo,Ryu Kyung Soo,7.966666666666666,1206.0,9939.333333333334,4
Ryu Sang Wook,Ryu Sang Wook,7.5,11940.0,35.0,1
Ryu Seung Beom,Ryu Seung Beom,7.3,99999.0,20.0,1
Ryu Seung Ryong,Ryu Seung Ryong,8.8,1445.0,27326.0,2
Ryu Seung Soo,Ryu Seung Soo,7.783333333333334,1486.8333333333333,3210.6666666666665,6
Ryu Shi Won,Ryu Shi Won,7.166666666666667,7583.333333333333,291.0,3
Ryu Si Hyun,Ryu Si Hyun,6.7,3126.0,1229.0,1
Ryu Soo Jung,Ryu Soo Jung,7.4,5549.0,394.0,1
Ryu Soo Young,Ryu Soo Young,7.872727272727272,2702.0,3021.5454545454545,11
Ryu Sung Hoon,Ryu Sung Hoon,7.3,5119.0,346.0,1
Ryu Tae Joon,Ryu Tae Joon,7.166666666666667,70382.0,23.33333333333333,3
Ryu Yeon Seok,Ryu Yeon Seok,7.4,4705.0,94.0,1
Sa Hee,Sa Hee,7.7,4401.5,5825.5,2
Sa Hyun Jin,Sa Hyun Jin,8.0,494.0,9472.0,1
Sa Mi Ja,Sa Mi Ja,7.633333333333333,70217.0,55.66666666666666,3
Samuel,Samuel,7.566666666666667,5325.0,1951.3333333333333,1
Sandara Park,Sandara Park,7.199999999999999,1848.0,2488.5,2
Sandeul,Sandeul,7.0,6594.0,228.0,1
Seo Bum June,Seo Bum June,8.0,1880.0,684.0,1
Seo Do Young,Seo Do Young,7.299999999999999,8724.57142857143,107.71428571428572,7
Seo Dong Hyun,Seo Dong Hyun,7.7,10542.0,18.0,1
Seo Dong Won,Seo Dong Won,7.15,99999.0,25.5,2
Seo Eun Ah,Seo Eun Ah,7.9,1105.0,3583.0,1
Seo Eun Chae,Seo Eun Chae,7.899999999999999,2785.333333333333,13518.666666666666,3
Seo Eun Soo,Seo Eun Soo,8.114285714285714,903.0,7184.857142857143,7
Seo Eun Woo,Seo Eun Woo,7.4,2112.0,1244.0,1
Seo Ha Joon,Seo Ha Joon,7.066666666666666,7399.166666666667,111.66666666666669,6
Seo Hae Won,Seo Hae Won,6.7,8958.0,74.0,1
Seo Hee Seon,Seo Hee Seon,8.0,635.0,4502.0,1
Seo Hye Rin,Seo Hye Rin,8.15,50572.0,1370.5,2
Seo Hyo Rim,Seo Hyo Rim,7.416666666666667,3358.0,5376.666666666667,6
Seo Hyun,Seo Hyun,7.874285714285714,12501.888888888889,7006.342857142857,4
Seo Hyun Chul,Seo Hyun Chul,7.866666666666666,715.6666666666666,5833.333333333333,3
Seo Hyun Jin,Seo Hyun Jin,7.953846153846154,1583.6923076923076,8189.923076923077,13
Seo Hyun Woo,Seo Hyun Woo,9.1,50019.5,36157.0,2
Seo In Guk,Seo In Guk,8.18181818181818,377.0,18667.454545454544,11
Seo In Seok,Seo In Seok,7.324999999999999,54920.5,45.0,4
Seo In Young,Seo In Young,7.9,562.0,8341.0,1
Seo Jae Kyung,Seo Jae Kyung,7.1,3379.0,1102.0,1
Seo Ji Hoon,Seo Ji Hoon,7.58,1425.6666666666667,3582.4,6
Seo Ji Hye,Seo Ji Hye,7.814285714285714,10051.142857142857,7101.142857142857,14
Seo Ji Suk,Seo Ji Suk,6.949999999999999,4534.75,647.25,4
Seo Ji Young,Seo Ji Young,8.0,790.0,5228.0,2
Seo Joo Hee,Seo Joo Hee,7.5,548.0,7407.0,1
Seo Joon Young,Seo Joon Young,7.5,3082.75,8573.75,4
Seo Jung Yeon,Seo Jung Yeon,8.3,612.3333333333334,32022.0,3
Seo Kang Joon,Seo Kang Joon,7.644444444444444,898.4,12086.333333333334,10
Seo Kyung Suk,Seo Kyung Suk,10.0,99999.0,1.0,1
Seo Seung Hyun,Seo Seung Hyun,7.4,8219.0,49.0,1
Seo Shin Ae,Seo Shin Ae,8.0,2058.5,1991.0,2
Seo Tae Hwa,Seo Tae Hwa,7.5,473.0,8633.0,1
Seo Woo,Seo Woo,7.637499999999999,15704.0,4873.25,3
Seo Woo Jin,Seo Woo Jin,7.8,1106.0,12349.0,3
Seo Woo Rim,Seo Woo Rim,7.65,53876.5,83.0,2
Seo Yea Ji,Seo Yea Ji,8.033333333333333,742.1111111111111,19144.11111111111,9
Seo Yi Ahn,Seo Yi Ahn,7.15,3334.0,4401.0,2
Seo Yi Sook,Seo Yi Sook,6.8,5990.0,185.0,1
Seo Yoo Jung,Seo Yoo Jung,7.399999999999999,29502.5,240.75,4
