actors,장르,점수별,인기별,리뷰수,작품수
Jung Sung Woon,Jung Sung Woon,7.375000000000001,53499.75,114.0,4
Jung Tae Woo,Jung Tae Woo,7.0,54725.5,30.0,2
Jung Ui Kap,Jung Ui Kap,7.0,99999.0,4.0,1
Jung Won Chang,Jung Won Chang,8.0,2192.0,374.0,1
Jung Won Joong,Jung Won Joong,7.55,3536.5,3808.5,2
Jung Woo,Jung Woo,7.597142857142858,15451.641025641024,5558.428571428572,3
Jung Woo Jin,Jung Woo Jin,,3664.0,,1
Jung Woo Sung,Jung Woo Sung,7.399999999999999,35120.333333333336,1243.0,3
Jung Woo Yeon,Jung Woo Yeon,7.55,7943.0,187.0,2
Jung Wook,Jung Wook,6.74,41844.4,4940.0,2
Jung Woon Sun,Jung Woon Sun,7.7,274.0,12670.0,2
Jung Woon Taek,Jung Woon Taek,6.9,2264.0,1726.0,1
Jung Woong In,Jung Woong In,7.746153846153845,17877.69230769231,4760.2307692307695,13
Jung Yeon Joo,Jung Yeon Joo,7.9,636.0,5492.0,1
Jung Yi Rang,Jung Yi Rang,7.5,2689.0,931.0,2
Jung Yi Seo,Jung Yi Seo,8.3,678.0,6256.0,1
Jung Yi Yeon,Jung Yi Yeon,7.266666666666666,38933.66666666666,157.66666666666666,3
Jung Yong Hwa,Jung Yong Hwa,7.766666666666667,540.1666666666666,17527.333333333332,6
Jung Yoo Ahn,Jung Yoo Ahn,7.7,785.0,3982.0,1
Jung Yoo Chan,Jung Yoo Chan,7.050000000000001,53069.0,212.0,2
Jung Yoo Geun,Jung Yoo Geun,7.05,6542.0,2961.0,2
Jung Yoo Mi,Jung Yoo Mi,7.590909090909091,3442.7272727272725,3744.0,8
Jung Yoo Min,Jung Yoo Min,7.266666666666667,5104.666666666667,1002.0,3
Jung Yoon Hak,Jung Yoon Hak,7.1,1159.0,3200.0,1
Jung Young Joo,Jung Young Joo,9.2,111.0,26058.0,1
Jung Young Sook,Jung Young Sook,7.4,10653.0,118.0,1
Jung Yu Mi,Jung Yu Mi,7.719999999999999,1225.0,5207.0,5
Kai,Kai,7.166666666666667,800.0,8664.666666666666,3
Kam Woo Sung,Kam Woo Sung,7.766666666666666,19243.0,654.6666666666666,6
Kang  Byul,Kang  Byul,7.5,5208.8,1053.6,5
Kang  Dong Ho,Kang  Dong Ho,7.35,1089.0,5232.0,2
Kang  Min Ah,Kang  Min Ah,7.725,1428.25,4832.5,4
Kang  Suk Woo,Kang  Suk Woo,7.2,37294.333333333336,230.33333333333331,3
Kang Boo Ja,Kang Boo Ja,7.633333333333333,34306.333333333336,3522.6666666666665,3
Kang Cho Hee,Kang Cho Hee,8.0,5930.0,195.0,1
Kang Chul Woong,Kang Chul Woong,7.2,1336.0,4267.0,1
Kang Da Bin,Kang Da Bin,7.3,12311.0,45.0,1
Kang Dae Sung,Kang Dae Sung,7.6,1389.0,2736.0,1
Kang Daniel,Kang Daniel,8.3,627.0,5787.0,1
Kang Do Han,Kang Do Han,6.8,99999.0,5.0,1
Kang Eun Tak,Kang Eun Tak,7.383333333333333,21404.0,596.1666666666666,6
Kang Gi Doong,Kang Gi Doong,8.0,856.5,14627.0,2
Kang Ha Neul,Kang Ha Neul,8.042857142857143,836.25,19792.42857142857,8
Kang Hae Lim,Kang Hae Lim,,3714.0,,1
Kang Han Na,Kang Han Na,8.333333333333334,489.8333333333333,17703.666666666668,6
Kang Hong Suk,Kang Hong Suk,8.3,1266.0,4842.5,2
Kang Hoon,Kang Hoon,8.850000000000001,1144.0,9759.0,2
Kang Hye Jung,Kang Hye Jung,7.9,26454.75,2581.5,4
Kang Hyun Joong,Kang Hyun Joong,7.3,662.0,9117.0,1
Kang In,Kang In,7.066666666666666,99999.0,24.33333333333333,1
Kang In Duk,Kang In Duk,7.6,99999.0,28.0,1
Kang In Gi,Kang In Gi,6.6,99999.0,5.0,1
Kang Jae Sub,Kang Jae Sub,7.1,99999.0,7.0,1
Kang Ji Hwan,Kang Ji Hwan,7.544444444444443,2477.6666666666665,3499.6666666666665,9
Kang Ji Sub,Kang Ji Sub,7.3,10854.5,75.25,4
Kang Ji Woo,Kang Ji Woo,8.2,1860.0,1818.0,1
Kang Ji Young,Kang Ji Young,7.333333333333333,1634.6666666666667,1847.0,3
Kang Ki Hwa,Kang Ki Hwa,7.2,5068.0,543.0,1
Kang Ki Young,Kang Ki Young,8.316666666666665,371.0,18639.166666666668,6
Kang Kyung Joon,Kang Kyung Joon,7.4,8622.0,140.5,4
Kang Mal Geum,Kang Mal Geum,8.4,603.0,6586.5,2
Kang Mi Na,Kang Mi Na,7.675000000000001,984.25,2606.0,4
Kang Min Hyuk,Kang Min Hyuk,7.416666666666668,600.5,20025.0,6
Kang Min Kyung,Kang Min Kyung,7.199999999999999,51435.0,230.0,2
Kang Moon Young,Kang Moon Young,8.0,11764.0,45.0,1
Kang Nam Gil,Kang Nam Gil,7.35,3819.0,3989.0,2
Kang Pil Sun,Kang Pil Sun,6.8,1641.0,1638.0,1
Kang Rae Yeon,Kang Rae Yeon,7.55,2075.5,5451.0,2
Kang Samuel,Kang Samuel,7.4,7518.0,156.5,2
Kang Se Jung,Kang Se Jung,7.325000000000001,30812.25,140.0,4
Kang Seo Joon,Kang Seo Joon,7.6,9306.0,148.0,1
Kang Seung Hyun,Kang Seung Hyun,7.75,783.0,12898.5,2
Kang Seung Yoon,Kang Seung Yoon,7.7,1293.25,3284.0,4
Kang Shin Chul,Kang Shin Chul,7.9,1281.0,2265.0,1
Kang Shin Il,Kang Shin Il,7.9125,13913.125,5342.125,8
Kang Shin Jo,Kang Shin Jo,7.4,7432.0,202.0,2
Kang So Ra,Kang So Ra,7.700000000000001,710.625,11953.125,8
Kang Sung Jin,Kang Sung Jin,7.166666666666667,37797.333333333336,1831.0,3
Kang Sung Wook,Kang Sung Wook,7.9,1929.0,1509.0,1
Kang Sung Yun,Kang Sung Yun,7.26,24664.8,354.6,5
Kang Ta,Kang Ta,7.659999999999999,3850.733333333333,7325.2,1
Kang Tae Joo,Kang Tae Joo,7.4,8847.0,117.0,1
Kang Tae Oh,Kang Tae Oh,7.933333333333333,2094.8888888888887,12061.111111111111,9
Kang Tae Sung,Kang Tae Sung,7.25,6326.75,190.0,4
Kang Ye Seo,Kang Ye Seo,7.1,99999.0,48.0,1
Kang Ye Sol,Kang Ye Sol,7.55,50560.5,2086.5,2
Kang Ye Won,Kang Ye Won,8.066666666666666,1793.3333333333333,5615.0,6
Kang Yi Eun,Kang Yi Eun,7.3,4342.0,355.0,1
Kang Yi Suk,Kang Yi Suk,6.6,99999.0,31.0,1
Kang Yoo Seok,Kang Yoo Seok,8.3,1799.0,15543.0,2
Kang Young Seok,Kang Young Seok,8.0,1550.0,1174.0,1
Keum Dan Bi,Keum Dan Bi,7.3,5119.0,346.0,1
Key,Key,8.0,579.5,6846.5,2
Ki Do Hoon,Ki Do Hoon,7.75,727.5,4543.5,2
Ki Eun Se,Ki Eun Se,6.5,2107.0,2221.0,1
Ki Hee Hyun,Ki Hee Hyun,6.9,9188.0,115.0,1
Ki Joo Bong,Ki Joo Bong,7.6,6850.0,79.0,1
Ki Tae Young,Ki Tae Young,7.399999999999999,7897.0,517.75,5
Kil Hae Yeon,Kil Hae Yeon,7.733333333333333,3193.6666666666665,756.3333333333334,3
Kim  Bo Mi,Kim  Bo Mi,8.5,77.0,28552.0,1
Kim  Gyu Chul,Kim  Gyu Chul,7.58,82113.2,24.6,5
Kim  Hae In,Kim  Hae In,7.3,12935.0,15.0,1
Kim  Hak Chul,Kim  Hak Chul,7.65,7144.5,1006.5,2
Kim  Il Woo,Kim  Il Woo,7.0,99999.0,40.0,1
Kim  Joo Hyuk,Kim  Joo Hyuk,7.58,6013.8,539.2,5
Kim  Jung Wook,Kim  Jung Wook,7.25,4542.5,1481.5,2
Kim  Ka Yeon,Kim  Ka Yeon,7.3,2667.0,1673.0,1
Kim  Mi Kyung,Kim  Mi Kyung,8.066666666666665,592.3333333333334,22144.0,6
Kim  Sang Ho,Kim  Sang Ho,7.933333333333334,1237.3,12772.777777777776,10
Kim  Se Jung,Kim  Se Jung,7.0,5070.5,678.5,2
Kim  Yong Hee,Kim  Yong Hee,7.0,8582.5,200.0,2
Kim Ah Joong,Kim Ah Joong,7.840000000000001,21036.8,3111.4,5
Kim Bin Woo,Kim Bin Woo,7.133333333333333,38898.333333333336,156.66666666666666,3
Kim Bit Na Ri,Kim Bit Na Ri,7.9,2260.0,1242.0,1
Kim Bo Mi,Kim Bo Mi,7.25,7473.0,596.0,1
Kim Bo Min,Kim Bo Min,7.4,2510.0,1153.0,1
Kim Bo Ra,Kim Bo Ra,7.766666666666667,1315.0,16117.0,3
Kim Bo Sung,Kim Bo Sung,7.25,7683.0,378.0,2
Kim Bo Yun,Kim Bo Yun,7.3,3740.0,919.0,2
Kim Bum,Kim Bum,7.790909090909091,1972.3636363636365,13862.727272727272,11
Kim Bup Rae,Kim Bup Rae,7.9,676.0,3827.0,1
Kim Byung Chul,Kim Byung Chul,8.3,660.4,12541.8,5
Kim Byung Chun,Kim Byung Chun,7.6,1010.0,4362.0,1
Kim Byung Gi,Kim Byung Gi,7.533333333333334,35743.666666666664,440.3333333333333,3
Kim Byung Ok,Kim Byung Ok,8.033333333333333,1978.3333333333333,26793.666666666668,3
Kim Byung Se,Kim Byung Se,7.050000000000001,50337.0,3787.5,2
Kim C,Kim C,7.692857142857142,17532.0,21023.571428571428,1
Kim Chan Woo,Kim Chan Woo,7.35,56040.0,48.0,2
Kim Chan Yi,Kim Chan Yi,8.8,110.0,27326.0,1
Kim Chang Sook,Kim Chang Sook,5.0,99999.0,2.0,1
Kim Chang Wan,Kim Chang Wan,8.125,2607.625,33269.625,8
Kim Chul Ki,Kim Chul Ki,7.5,7514.0,217.0,1
Kim Da Hyun,Kim Da Hyun,7.1,8386.0,135.0,1
Kim Da Mi,Kim Da Mi,8.65,68.5,39597.5,2
Kim Da Som,Kim Da Som,7.583333333333332,2636.5,6482.833333333333,6
Kim Dae Myung,Kim Dae Myung,8.7,346.3333333333333,16707.0,3
Kim Dae Sung,Kim Dae Sung,6.6,99999.0,31.0,1
Kim Do Hoon,Kim Do Hoon,8.0,2547.5,1535.0,2
Kim Do Hyun,Kim Do Hyun,8.5,694.5,6176.5,2
Kim Do Wan,Kim Do Wan,7.949999999999999,1096.0,18515.25,4
Kim Do Yeon,Kim Do Yeon,7.5,2014.5,4216.5,2
Kim Do Young,Kim Do Young,7.1,3015.0,610.0,1
Kim Dong Beom,Kim Dong Beom,6.3,2127.0,2286.0,1
Kim Dong Hee,Kim Dong Hee,8.333333333333334,313.3333333333333,28896.0,3
Kim Dong Hoon,Kim Dong Hoon,8.0,99999.0,1.0,1
Kim Dong Hyun,Kim Dong Hyun,7.574999999999999,25624.25,4376.5,4
Kim Dong Jun,Kim Dong Jun,7.660000000000001,1233.2,6126.0,5
Kim Dong Kyu,Kim Dong Kyu,7.8,353.0,12861.0,1
Kim Dong Seok,Kim Dong Seok,7.6,258.0,16692.0,1
Kim Dong Soo,Kim Dong Soo,7.5,11607.0,19.0,1
Kim Dong Wan,Kim Dong Wan,7.25,8902.0,250.0,2
Kim Dong Wook,Kim Dong Wook,8.1,1979.555555555556,9138.888888888889,9
Kim Dong Yoon,Kim Dong Yoon,7.6,4211.0,404.0,1
Kim Duk Hyun,Kim Duk Hyun,7.3,5105.0,445.0,1
Kim Eui Sung,Kim Eui Sung,8.183333333333334,903.4285714285714,22317.5,7
Kim Eul Dong,Kim Eul Dong,7.0,11924.0,27.0,1
Kim Eun Jung,Kim Eun Jung,7.1,1159.0,3200.0,1
Kim Eung Soo,Kim Eung Soo,7.437499999999999,27883.0,2207.875,8
Kim Ga Eun,Kim Ga Eun,7.7555555555555555,12967.0,6932.0,9
Kim Gab Soo,Kim Gab Soo,7.800000000000001,12084.666666666666,10039.444444444443,9
Kim Gi Bang,Kim Gi Bang,6.8,460.0,9147.0,1
Kim Go Eun,Kim Go Eun,8.225,370.4,46305.0,5
Kim Gook Jin,Kim Gook Jin,7.0,99999.0,6.0,1
Kim Gun Woo,Kim Gun Woo,8.100000000000001,1457.0,6587.5,2
Kim Gyeol Yu,Kim Gyeol Yu,8.2,695.0,6167.0,1
Kim Gyu Ri,Kim Gyu Ri,7.466666666666668,2950.0,3010.5,6
Kim Gyu Seon,Kim Gyu Seon,6.9,2504.0,1148.0,1
Kim Gyung Shik,Kim Gyung Shik,6.9,3725.0,1136.0,1
Kim Ha Eun,Kim Ha Eun,7.35,53481.5,99.5,2
Kim Ha Kyun,Kim Ha Kyun,7.516666666666666,20348.33333333333,1371.6666666666667,5
Kim Ha Kyung,Kim Ha Kyung,7.7,3197.0,912.0,1
Kim Ha Neul,Kim Ha Neul,7.572727272727271,4807.909090909091,3853.818181818182,11
Kim Hae Sook,Kim Hae Sook,7.793333333333334,16208.266666666666,5402.133333333333,15
Kim Hak Rae,Kim Hak Rae,7.5,10794.0,29.0,1
Kim Hee Ae,Kim Hee Ae,7.899999999999999,25582.0,2464.222222222222,9
Kim Hee Chan,Kim Hee Chan,7.6,1087.5,21844.5,1
Kim Hee Chang,Kim Hee Chang,7.4,41.0,42708.0,1
Kim Hee Chul,Kim Hee Chul,7.6,3518.5,1048.0,2
Kim Hee Jin,Kim Hee Jin,8.0,1147.0,2934.0,1
Kim Hee Joon,Kim Hee Joon,7.15,52517.0,322.0,2
Kim Hee Jung,Kim Hee Jung,7.642857142857143,3142.428571428572,6172.285714285715,7
Kim Hee Sun,Kim Hee Sun,7.766666666666666,10305.25,5550.083333333333,12
Kim Hee Won,Kim Hee Won,7.8,1966.4,2268.6,5
Kim Heung Ki,Kim Heung Ki,8.0,99999.0,1.0,1
Kim Heung Soo,Kim Heung Soo,7.433333333333334,4006.6666666666665,1353.0,3
Kim Ho Chang,Kim Ho Chang,7.1,2285.0,1557.0,1
Kim Ho Jin,Kim Ho Jin,7.133333333333333,41429.0,49.333333333333336,3
Kim Ho Jung,Kim Ho Jung,6.7,950.0,3143.0,1
Kim Hong Pa,Kim Hong Pa,8.1,925.5,3948.0,2
Kim Hwan Hee,Kim Hwan Hee,7.828571428571429,2088.1428571428573,5218.714285714285,7
Kim Hyang Gi ,Kim Hyang Gi ,7.975,1882.8,5508.75,5
Kim Hye Eun,Kim Hye Eun,7.4,3005.0,815.0,2
Kim Hye Ja,Kim Hye Ja,7.616666666666667,35497.333333333336,1850.8333333333333,6
Kim Hye Ji,Kim Hye Ji,7.5,35756.333333333336,2692.333333333333,3
Kim Hye Joon,Kim Hye Joon,8.200000000000001,2072.0,10865.666666666666,4
Kim Hye Na,Kim Hye Na,7.300000000000001,5619.0,488.0,2
Kim Hye Ok,Kim Hye Ok,7.8,3482.5,19544.5,4
Kim Hye Ri,Kim Hye Ri,7.616666666666666,22706.0,1697.3333333333333,6
Kim Hye Soo,Kim Hye Soo,8.025,25987.0,8912.0,4
Kim Hye Sun,Kim Hye Sun,7.699999999999999,28656.5,2960.0,2
Kim Hye Sung,Kim Hye Sung,8.25,1371.5,5862.5,2
Kim Hye Yoon,Kim Hye Yoon,8.266666666666667,315.0,19551.0,3
Kim Hyo Jin,Kim Hyo Jin,7.479999999999999,42921.2,1668.6,5
Kim Hyun Jin,Kim Hyun Jin,,4513.0,,2
Kim Hyun Joo,Kim Hyun Joo,7.5315789473684225,7936.9,6101.736842105263,14
Kim Hyun Joon,Kim Hyun Joon,7.400000000000001,1428.6666666666667,14325.166666666666,4
Kim Hyun Joong,Kim Hyun Joong,7.4,617.0,37860.5,2
Kim Hyun Soo,Kim Hyun Soo,7.979999999999999,20815.2,5614.4,2
Kim Hyun Sook,Kim Hyun Sook,7.800000000000001,34359.333333333336,1892.6666666666667,3
Kim Hyun Sung,Kim Hyun Sung,6.9,10954.0,20.0,1
Kim Hyung Beom,Kim Hyung Beom,7.033333333333334,39936.0,114.0,3
Kim Hyung Jun,Kim Hyung Jun,7.0,35989.0,643.5,3
Kim Hyung Min,Kim Hyung Min,7.25,4487.0,2412.5,2
Kim Hyung Mook,Kim Hyung Mook,8.0,853.0,3091.0,1
Kim Hyung Suk,Kim Hyung Suk,8.0,1286.0,3456.0,1
Kim Ian,Kim Ian,7.1,1982.0,1778.0,1
Kim In Kwon,Kim In Kwon,7.825,2233.0,15231.0,4
Kim In Tae,Kim In Tae,6.6,6626.0,227.0,1
Kim Ja Ok,Kim Ja Ok,7.5,99999.0,2.0,1
Kim Jae Bum,Kim Jae Bum,7.9,583.0,6017.0,1
Kim Jae Chul,Kim Jae Chul,7.4,4045.0,378.0,1
Kim Jae Hwa,Kim Jae Hwa,7.699999999999999,2410.0,2240.0,2
Kim Jae Joong,Kim Jae Joong,7.359999999999999,1058.6,5426.0,5
Kim Jae Kyung,Kim Jae Kyung,8.05,906.0,12832.5,4
Kim Jae Won,Kim Jae Won,7.43,22024.7,1509.7,10
Kim Jae Wook,Kim Jae Wook,8.200000000000001,311.8333333333333,15833.166666666666,6
Kim Jae Woon,Kim Jae Woon,6.7,6459.0,198.0,1
Kim Jae Young,Kim Jae Young,7.750000000000001,1080.8333333333333,16769.333333333332,6
Kim Jee Soo,Kim Jee Soo,7.771428571428571,3464.8571428571427,3396.285714285714,7
Kim Jeong Hoon,Kim Jeong Hoon,7.15,1733.5,3233.0,2
Kim Jeong Seok,Kim Jeong Seok,7.3,866.0,5653.0,1
Kim Jeong Tae,Kim Jeong Tae,7.300000000000001,6537.5,364.0,2
Kim Ji Eun,Kim Ji Eun,8.3,2053.6666666666665,4983.0,3
Kim Ji Ho,Kim Ji Ho,7.484615384615385,16445.85714285714,2795.692307692308,2
Kim Ji Hoon,Kim Ji Hoon,7.490909090909091,10399.75,3254.5454545454545,12
Kim Ji Hyun,Kim Ji Hyun,8.1,537.0,7038.0,1
Kim Ji Min,Kim Ji Min,7.55,50162.0,6187.0,2
Kim Ji Soo,Kim Ji Soo,7.866666666666666,1028.6666666666667,15868.111111111111,9
Kim Ji Suk,Kim Ji Suk,7.8307692307692305,1841.3076923076924,6526.0,13
Kim Ji Sung,Kim Ji Sung,7.55,714.0,7805.5,2
Kim Ji Won,Kim Ji Won,8.136363636363635,498.9090909090909,25444.545454545456,11
Kim Ji Woo,Kim Ji Woo,7.5,1122.0,4158.0,1
Kim Ji Young,Kim Ji Young,7.4625,27159.5,3041.75,8
Kim Ji Yun,Kim Ji Yun,4.0,99999.0,1.0,1
Kim Jin Hee,Kim Jin Hee,8.3,692.0,6184.0,1
Kim Jin Kyung,Kim Jin Kyung,7.7,877.5,3840.0,2
Kim Jin Sung,Kim Jin Sung,7.0,3021.0,1280.0,1
Kim Jin Woo,Kim Jin Woo,7.390000000000001,12808.0,3926.7,10
Kim Jin Yeop,Kim Jin Yeop,7.3,4421.0,895.0,2
Kim Jong Goo,Kim Jong Goo,7.625,5331.0,689.75,4
Kim Jong Hoon,Kim Jong Hoon,7.5,791.0,5427.0,1
Kim Jong Hyun,Kim Jong Hyun,7.9,1082.0,2908.0,1
Kim Jong Kook,Kim Jong Kook,7.6,224.0,13810.0,1
Kim Jong Kyeol,Kim Jong Kyeol,7.2,99999.0,10.0,1
Kim Jong Soo,Kim Jong Soo,7.8,1291.3333333333333,4627.0,3
Kim Jong Tae,Kim Jong Tae,8.3,849.0,4451.0,1
Kim Joo Heon,Kim Joo Heon,7.899999999999999,423.25,7979.25,4
Kim Joo Hyun,Kim Joo Hyun,7.633333333333333,3920.6666666666665,474.3333333333333,3
Kim Joo Ryoung,Kim Joo Ryoung,,7868.0,,1
Kim Joo Yeon,Kim Joo Yeon,7.3,2257.0,1174.0,1
Kim Joo Young,Kim Joo Young,7.666666666666667,37049.333333333336,1084.8333333333333,6
Kim Joon,Kim Joon,7.6625,2930.625,12758.0,3
Kim Joon Han,Kim Joon Han,8.15,740.5,9750.0,2
Kim Joon Kyung,Kim Joon Kyung,8.3,812.0,5568.0,1
Kim Joon Sung,Kim Joon Sung,7.7,1023.0,3250.0,1
Kim Joong Ki,Kim Joong Ki,7.6,4896.0,448.0,1
Kim Jun Kyu,Kim Jun Kyu,8.3,2404.0,1554.0,1
Kim Jung Eun,Kim Jung Eun,7.566666666666666,3800.0,1394.6666666666667,6
Kim Jung Hwa,Kim Jung Hwa,6.9,9192.0,150.0,1
Kim Jung Hyun,Kim Jung Hyun,7.942857142857143,30336.285714285717,21572.42857142857,7
Kim Jung Kyoon,Kim Jung Kyoon,6.7,4884.0,532.0,1
Kim Jung Min,Kim Jung Min,7.95,50471.5,1831.0,2
Kim Jung Nan,Kim Jung Nan,7.6,1063.25,9573.5,4
Kim Jung Young,Kim Jung Young,7.8,2878.0,1325.0,1
Kim Kang Hoon,Kim Kang Hoon,8.8,505.0,8256.0,1
Kim Kang Hyun,Kim Kang Hyun,8.266666666666667,746.0,9171.0,3
Kim Kang Min,Kim Kang Min,8.0,635.0,4502.0,1
Kim Kang Woo,Kim Kang Woo,7.411111111111111,3116.333333333333,2344.555555555556,9
Kim Ki Bum,Kim Ki Bum,6.8,6826.5,693.25,4
Kim Ki Doo,Kim Ki Doo,7.2,2599.5,2411.5,2
Kim Kwang Gyu,Kim Kwang Gyu,7.8,2686.6666666666665,3125.333333333333,6
Kim Kwon,Kim Kwon,8.350000000000001,686.0,15296.0,2
Kim Kyul,Kim Kyul,8.4,374.0,8156.0,1
Kim Kyung Jin,Kim Kyung Jin,7.5,252.0,13228.0,1
Kim Kyung Nam,Kim Kyung Nam,8.114285714285714,1013.5714285714286,13280.857142857143,7
Kim Mi Ra,Kim Mi Ra,7.1,4669.0,338.0,1
Kim Mi Sook,Kim Mi Sook,7.716666666666668,18439.83333333333,7370.166666666667,6
Kim Min,Kim Min,7.607792207792205,8759.835443037975,6722.701298701299,1
Kim Min Chul,Kim Min Chul,7.4,2253.0,1809.0,1
Kim Min Gue,Kim Min Gue,7.933333333333333,569.3333333333334,15471.333333333334,6
Kim Min Gwi,Kim Min Gwi,7.5,103.0,28393.0,1
Kim Min Ha,Kim Min Ha,8.4,1055.0,3016.0,1
Kim Min Hee,Kim Min Hee,6.6,54191.0,70.5,2
Kim Min Jae,Kim Min Jae,7.890000000000001,1022.3,8183.0,10
Kim Min Jong,Kim Min Jong,7.475,16884.75,2391.625,8
Kim Min Joon,Kim Min Joon,7.183333333333334,4621.666666666667,1316.5,12
Kim Min Ju,Kim Min Ju,7.808333333333333,17994.615384615383,4589.333333333333,1
Kim Min Jung,Kim Min Jung,7.808333333333333,19123.08333333333,4589.333333333333,12
Kim Min Ki,Kim Min Ki,7.9,701.0,7056.0,1
Kim Min Kyo,Kim Min Kyo,8.0,196.0,17260.0,1
Kim Min Kyung,Kim Min Kyung,7.7,1023.0,3250.0,1
Kim Min Sang,Kim Min Sang,7.866666666666667,412.6666666666667,11262.0,3
Kim Min Seo,Kim Min Seo,7.758333333333333,1178.5384615384614,13311.833333333334,6
Kim Min Seok,Kim Min Seok,7.833333333333333,1303.2857142857142,17088.833333333332,7
Kim Min Soo,Kim Min Soo,7.216666666666666,21217.0,645.1666666666666,6
Kim Min Young,Kim Min Young,7.05,1584.0,6075.0,2
Kim Moo Joon,Kim Moo Joon,8.4,561.0,6213.0,1
Kim Moo Saeng,Kim Moo Saeng,8.475,52269.25,576.25,4
Kim Mu Yeol,Kim Mu Yeol,7.949999999999999,3362.0,3530.25,5
Kim Myung Ji,Kim Myung Ji,,12049.0,,1
Kim Myung Kook,Kim Myung Kook,7.3,99999.0,18.0,1
Kim Myung Min,Kim Myung Min,7.725,15436.125,3672.75,8
Kim Myung Soo,Kim Myung Soo,7.739999999999999,2352.4,8506.1,10
Kim Na Hyun,Kim Na Hyun,7.1,934.0,6139.0,1
Kim Na Woon,Kim Na Woon,7.800000000000001,50749.0,1719.5,2
Kim Na Yoon,Kim Na Yoon,7.6,3890.0,298.0,1
Kim Nam Gil,Kim Nam Gil,8.08,2652.0,5098.0,6
Kim Nam Hee,Kim Nam Hee,8.233333333333333,1897.0,12551.666666666666,5
Kim Nam Joo,Kim Nam Joo,7.8,34500.333333333336,1560.3333333333333,3
Kim Noh Jin,Kim Noh Jin,8.2,241.0,21198.0,1
Kim Nu Ri,Kim Nu Ri,8.9,165.0,18812.0,1
Kim Ok Bin,Kim Ok Bin,7.666666666666667,2816.428571428572,2726.0,7
Kim Rae Won,Kim Rae Won,7.455555555555555,12555.6,4786.555555555556,10
Kim Ri Ah,Kim Ri Ah,7.0,1611.0,2659.0,1
Kim Sa Kwon,Kim Sa Kwon,7.4,5791.0,319.0,1
Kim Sa Rang,Kim Sa Rang,7.5,42792.8,1159.0,5
Kim Sae Byeok,Kim Sae Byeok,7.5,1952.0,1276.0,1
Kim Sae Ron,Kim Sae Ron,7.766666666666667,1296.1666666666667,6044.166666666667,6
Kim San Ho,Kim San Ho,7.4,5791.0,319.0,1
Kim Sang Gyun,Kim Sang Gyun,7.5,984.0,3423.0,1
Kim Sang Joong,Kim Sang Joong,7.666666666666668,12460.416666666666,6192.333333333333,12
Kim Sang Kyung,Kim Sang Kyung,7.9142857142857155,16247.57142857143,3145.714285714286,7
Kim Se Ah,Kim Se Ah,6.85,53627.5,154.5,2
Kim Se Jeong,Kim Se Jeong,8.280000000000001,434.2,21313.2,5
Kim Se Min,Kim Se Min,7.1,7221.0,95.0,1
Kim Seo Hyung,Kim Seo Hyung,7.988888888888888,2252.8888888888887,5830.888888888889,9
Kim Seo Kyung,Kim Seo Kyung,8.0,567.0,6500.0,1
Kim Seo Ra,Kim Seo Ra,7.15,4977.0,848.75,4
Kim Seok Wook,Kim Seok Wook,7.4,12281.0,58.0,1
Kim Seol Hyun,Kim Seol Hyun,7.980000000000001,908.6,5817.8,5
Kim Seon Ho,Kim Seon Ho,8.185714285714285,341.2857142857143,17864.285714285714,7
Kim Seul Gi,Kim Seul Gi,7.862499999999999,783.8888888888889,12533.125,9
Kim Seung Hwan,Kim Seung Hwan,7.4,10293.0,46.0,1
Kim Seung Pil,Kim Seung Pil,7.05,50490.0,2123.0,2
Kim Seung Soo,Kim Seung Soo,7.31,25615.4,999.6,10
Kim Seung Woo,Kim Seung Woo,7.3,5046.0,817.0,6
Kim Shi Eun,Kim Shi Eun,7.9,2089.0,2046.5,2
Kim Shi Hoo,Kim Shi Hoo,7.6,215.0,17447.0,1
Kim Shi Woo,Kim Shi Woo,7.0,6177.0,1146.5,1
Kim Shi Woon,Kim Shi Woon,6.5,2107.0,2221.0,1
Kim Shin Bi,Kim Shin Bi,7.6,3636.0,359.0,1
Kim Shin Rok,Kim Shin Rok,8.65,389.5,10147.0,2
Kim So Eun,Kim So Eun,7.466666666666667,12326.111111111111,11771.222222222224,9
Kim So Hee,Kim So Hee,7.4,5549.0,394.0,1
Kim So Hye,Kim So Hye,7.6,1856.5,2005.5,2
Kim So Hyun,Kim So Hyun,7.818181818181818,556.2727272727273,16482.454545454544,11
Kim So Jin,Kim So Jin,8.7,1021.0,3634.0,1
Kim So Ri,Kim So Ri,7.5,4388.0,438.0,1
Kim So Yeon,Kim So Yeon,7.590909090909091,11634.727272727272,5074.0,11
Kim Soo An,Kim Soo An,8.0,2192.0,374.0,1
Kim Soo Hyun,Kim Soo Hyun,7.99090909090909,2323.181818181818,23360.81818181818,11
Kim Soo In,Kim Soo In,7.4,8655.0,91.0,1
Kim Soo Mi,Kim Soo Mi,7.1,53906.5,80.0,2
Kim Soo Ro,Kim Soo Ro,8.15,306.0,12790.0,2
Kim Soo Yeon,Kim Soo Yeon,7.3,4409.5,445.0,2
Kim Su Hyun,Kim Su Hyun,7.666666666666667,3199.333333333333,1114.6666666666667,3
Kim Suk Hoon,Kim Suk Hoon,6.9,39504.0,105.66666666666669,3
Kim Sun Ah,Kim Sun Ah,7.814285714285715,3027.5,3528.428571428572,8
